MS DRG Code,MS DRG,MS DRG Description,CMS MS DRG Weight,Geometric Mean LOS,Arithmetic Mean LOS
902,902 - WOUND DEBRIDEMENTS FOR INJURIES WITH CC,WOUND DEBRIDEMENTS FOR INJURIES WITH CC,1.9643,4.8,6.6
903,903 - WOUND DEBRIDEMENTS FOR INJURIES WITHOUT CC/MCC,WOUND DEBRIDEMENTS FOR INJURIES WITHOUT CC/MCC,1.1353,2.6,3.4
904,904 - SKIN GRAFTS FOR INJURIES WITH CC/MCC,SKIN GRAFTS FOR INJURIES WITH CC/MCC,3.7270,7.1,10.6
905,905 - SKIN GRAFTS FOR INJURIES WITHOUT CC/MCC,SKIN GRAFTS FOR INJURIES WITHOUT CC/MCC,1.6500,3.3,4.3
906,906 - HAND PROCEDURES FOR INJURIES,HAND PROCEDURES FOR INJURIES,1.8038,2.8,4.5
907,907 - OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,3.9482,6.8,9.6
908,908 - OTHER O.R. PROCEDURES FOR INJURIES WITH CC,OTHER O.R. PROCEDURES FOR INJURIES WITH CC,2.0504,3.9,5.2
909,909 - OTHER O.R. PROCEDURES FOR INJURIES WITHOUT CC/MCC,OTHER O.R. PROCEDURES FOR INJURIES WITHOUT CC/MCC,1.3710,2.4,2.9
913,913 - TRAUMATIC INJURY WITH MCC,TRAUMATIC INJURY WITH MCC,1.6386,3.7,5.5
914,914 - TRAUMATIC INJURY WITHOUT MCC,TRAUMATIC INJURY WITHOUT MCC,0.8869,2.5,3.2
915,915 - ALLERGIC REACTIONS WITH MCC,ALLERGIC REACTIONS WITH MCC,1.6995,3.7,5.0
916,916 - ALLERGIC REACTIONS WITHOUT MCC,ALLERGIC REACTIONS WITHOUT MCC,0.6584,1.8,2.2
917,917 - POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,1.4785,3.5,4.9
918,918 - POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,0.7916,2.3,3.1
919,919 - COMPLICATIONS OF TREATMENT WITH MCC,COMPLICATIONS OF TREATMENT WITH MCC,1.8441,4.3,6.0
920,920 - COMPLICATIONS OF TREATMENT WITH CC,COMPLICATIONS OF TREATMENT WITH CC,1.0246,2.9,3.8
921,921 - COMPLICATIONS OF TREATMENT WITHOUT CC/MCC,COMPLICATIONS OF TREATMENT WITHOUT CC/MCC,0.6979,2.1,2.6
922,"922 - OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITH MCC","OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITH MCC",1.5882,4.1,6.3
923,"923 - OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITHOUT MCC","OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITHOUT MCC",0.9398,2.7,4.3
927,927 - EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITH SKIN GRAFT,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITH SKIN GRAFT,21.0913,26.0,35.4
928,928 - FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC/MCC,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC/MCC,6.5316,11.7,16.4
929,929 - FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITHOUT CC/MCC,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITHOUT CC/MCC,3.0139,5.9,7.9
933,933 - EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITHOUT SKIN GRAFT,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITHOUT SKIN GRAFT,2.2629,2.4,4.1
934,934 - FULL THICKNESS BURN WITHOUT SKIN GRAFT OR INHALATION INJURY,FULL THICKNESS BURN WITHOUT SKIN GRAFT OR INHALATION INJURY,1.9409,4.3,6.8
935,935 - NON-EXTENSIVE BURNS,NON-EXTENSIVE BURNS,1.9329,3.6,5.5
939,939 - O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH MCC,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH MCC,3.3746,6.6,9.8
940,940 - O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH CC,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH CC,2.2209,3.5,4.9
941,941 - O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITHOUT CC/MCC,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITHOUT CC/MCC,1.9231,2.2,2.8
945,945 - REHABILITATION WITH CC/MCC,REHABILITATION WITH CC/MCC,1.4819,5.0,7.1
946,946 - REHABILITATION WITHOUT CC/MCC,REHABILITATION WITHOUT CC/MCC,1.1262,3.2,4.3
947,947 - SIGNS AND SYMPTOMS WITH MCC,SIGNS AND SYMPTOMS WITH MCC,1.1940,3.5,4.8
948,948 - SIGNS AND SYMPTOMS WITHOUT MCC,SIGNS AND SYMPTOMS WITHOUT MCC,0.7871,2.6,3.3
949,949 - AFTERCARE WITH CC/MCC,AFTERCARE WITH CC/MCC,1.1099,4.3,6.1
950,950 - AFTERCARE WITHOUT CC/MCC,AFTERCARE WITHOUT CC/MCC,0.7402,3.0,4.3
951,951 - OTHER FACTORS INFLUENCING HEALTH STATUS,OTHER FACTORS INFLUENCING HEALTH STATUS,0.5596,1.8,2.6
955,955 - CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,6.2893,7.3,11.1
956,"956 - LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA","LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA",3.8500,6.0,7.4
957,957 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH MCC,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH MCC,7.4209,9.1,13.1
958,958 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH CC,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH CC,4.2057,6.7,8.2
959,959 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,2.7361,4.2,5.1
963,963 - OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH MCC,2.7299,5.2,7.6
964,964 - OTHER MULTIPLE SIGNIFICANT TRAUMA WITH CC,OTHER MULTIPLE SIGNIFICANT TRAUMA WITH CC,1.4918,3.9,4.9
965,965 - OTHER MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,OTHER MULTIPLE SIGNIFICANT TRAUMA WITHOUT CC/MCC,0.9125,2.6,3.1
969,969 - HIV WITH EXTENSIVE O.R. PROCEDURES WITH MCC,HIV WITH EXTENSIVE O.R. PROCEDURES WITH MCC,5.8519,11.1,15.5
970,970 - HIV WITH EXTENSIVE O.R. PROCEDURES WITHOUT MCC,HIV WITH EXTENSIVE O.R. PROCEDURES WITHOUT MCC,2.9887,6.6,8.9
974,974 - HIV WITH MAJOR RELATED CONDITION WITH MCC,HIV WITH MAJOR RELATED CONDITION WITH MCC,2.6905,6.3,8.8
975,975 - HIV WITH MAJOR RELATED CONDITION WITH CC,HIV WITH MAJOR RELATED CONDITION WITH CC,1.2821,4.0,5.3
976,976 - HIV WITH MAJOR RELATED CONDITION WITHOUT CC/MCC,HIV WITH MAJOR RELATED CONDITION WITHOUT CC/MCC,0.9496,3.0,4.4
977,977 - HIV WITH OR WITHOUT OTHER RELATED CONDITION,HIV WITH OR WITHOUT OTHER RELATED CONDITION,1.3243,3.6,5.0
981,981 - EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,4.6145,8.4,11.7
982,982 - EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,2.5366,4.6,6.2
983,983 - EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,1.6523,2.3,3.0
984,984 - PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,3.3981,8.6,11.7
985,985 - PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,1.7900,4.5,6.3
986,986 - PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,PROSTATIC O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,1.1008,2.2,3.0
987,987 - NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,3.2759,7.7,10.4
988,988 - NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,1.7064,4.3,5.6
989,989 - NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,1.1236,2.3,3
998,998 - PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,,,
999,999 - UNGROUPABLE,UNGROUPABLE,,,
