Charge Code,Charge Description
155094,HEART GROUP CLEARING PAYMENT
155095,HEART GROUP RECOUPMENT DEBIT
130490,"HC CATH.5FRX80CM.SFT.NB.035"""
155096,HEART GROUP RECOUPMENT REFUND
155098,MFM GENETIC SCREENING
130495,"HC SUPPLY 274, A8001"
155100,REFERRAL TO INTERVENTIONAL RADIOLOGY
155102,ONE SWAB
130499,"HC SUPPLY 274, L0648"
155104,ASHKENAZI JEWISH PANEL
130502,HC PANELS.LSO.RIGID.A/P
155106,IO COLPOSCOPY W/BX AND ECC
130505,HC ARTI.SURF.EF10-11.RT.12MM
155108,IO VULVECTOMY REDUCTION
155117,CARE CREDIT PAYMENT
130509,HC ARTI.SURF.EF10-11.RT.13MM
155119,IO CAPILLARY STICK
155121,DME DIABETIC FOOTWEAR
130513,HC ARTI.SURF.EF10-11.RT.14MM
155123,REFERRAL TO RPICC
155124,CONSULT PHYSICIAN
130517,HC ARTI.SURF.EF10-11.RT.16MM
155127,TRANSFER PATIENT TO L&D/OB
155129,IO VOIDING PRESSURE STUDY (INTRA-ABDOMINAL VOID)
130521,HC ARTI.SURF.EF10-11.RT.18MM
155130,PSA
155131,CEA
130525,HC ARTI.SURF.EF10-11.RT.20MM
155132,"ALPHA-FETOPROTEIN, SERUM"
155133,CA 125
130529,HC ARTI.SURF.GH6-9.RT.10MM.
155136,IO COMPLEX CYSTOMETROGRAM URETHRAL PRESSURE
155138,IO COMPLEX CYSTOMETROGRAM VOIDING PRESSURE
130533,HC ARTI.SURF.GH6-9.RT.11MM.
155140,IO URINE FLOW MEASUREMENT
155141,XR OR/ENDO GI DIL STRICT/OBSTRUCT
130537,HC ARTI.SURF.GH6-9.RT.12MM.
155147,MATERNAL INTEGRATED SCRN PRT 1
155148,MATERNAL INTEGRATED SCRN PRT 2
130541,HC ARTI.SURF.GH6-9.RT.13MM.
130543,HC ARTI.SURF.GH6-9.RT.14MM.
155151,"HCG, QUANT (TUMOR MARKER)"
155157,TEE DURING OPEN HEART ONLY
130547,HC ARTI.SURF.GH6-9.RT.16MM.
155159,IO REMOVAL/REINSERT CONTRA CAP
155161,IO WET PREP WITH KOH
130551,HC ARTI.SURF.GH6-9.RT.17MM.
155177,EMERGENT UNCROSSED BLOOD - CALL BLOOD BANK
155230,SLEEP STUDY OXYGEN QUALIFICATION TEST
133019,CHG DRUG SCREEN QUANT ALCOHOLS BIOMARKERS 1 OR 2
133020,HC OT SELF CARE GOAL STATUS
133022,HC OT SELF CARE D/C STATUS
133023,CHG DRUG SCREEN QUANT ALCOHOLS BIOMARKERS 3 OR MORE
133024,HC OT OTHER PT/OT CURRENT STATUS
133026,HC OT OTHER PT/OT GOAL STATUS
133027,CHG ALKALOIDS NOT OTHERWISE SPECIFIED
133028,HC OT OTHER PT/OT D/C STATUS
133030,HC OT SUB PT/OT CURRENT STATUS
133031,CHG DRUG SCREEN QUANT AMPHETAMINES 1 OR 2
133032,HC OT SUB PT/OT GOAL STATUS
133034,HC OT SUB PT/OT D/C STATUS
133035,CHG DRUG SCREEN QUANT AMPHETAMINES 3 OR 4
133036,HC ST SWALLOW CURRENT STATUS
133038,HC ST SWALLOW GOAL STATUS
133039,CHG DRUG SCREEN QUANT AMPHETAMINES 5 OR MORE
133040,HC ST SWALLOW D/C STATUS
133042,HC ST MOTOR SPEECH CURRENT STATUS
133043,CHG DRUG SCREEN QUANT ANABOLIC STEROID 1 OR 2
133044,HC ST MOTOR SPEECH GOAL STATUS
133046,HC ST MOTOR SPEECH D/C STATUS
133047,CHG DRUG SCREEN QUANT ANABOLIC STEROID 3 OR MORE
133048,HC ST LANG COMP CURRENT STATUS
133050,HC ST LANG COMP GOAL STATUS
133051,CHG DRUG SCREEN ANALGESICS NON-OPIOID 1 OR 2
133052,HC ST LANG COMP D/C STATUS
133054,HC ST LANG EXPRESS CURRENT STATUS
133055,CHG DRUG SCREEN ANALGESICS NON-OPIOID 3-5
133056,HC ST LANG EXPRESS GOAL STATUS
133058,HC ST LANG EXPRESS D/C STATUS
133059,CHG DRUG SCREEN ANALGESICS NON-OPIOID 6 OR MORE
133060,HC ST ATTEN CURRENT STATUS
133062,HC ST ATTEN GOAL STATUS
133063,CHG ANTIDEPRESSANTS SEROTONERGIC CLASS 1 OR 2
133064,HC ST ATTEN D/C STATUS
133066,HC ST MEMORY CURRENT STATUS
133067,CHG ANTIDEPRESSANTS SEROTONERGIC CLASS 3-5
133068,HC ST MEMORY GOAL STATUS
133070,HC ST MEMORY D/C STATUS
133071,CHG ANTIDEPRESSANTS SEROTONERGIC CLASS 6 OR MORE
133072,HC ST VOICE CURRENT STATUS
133074,HC ST VOICE GOAL STATUS
133075,CHG ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 1 OR 2
133076,HC ST VOICE D/C STATUS
133078,HC ST SPEECH LANG CURRENT STATUS
133079,CHG ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 3-5
133080,HC ST SPEECH LANG GOAL STATUS
133082,HC ST SPEECH LANG D/C STATUS
133083,CHG ANTIDEPRESSANTS TRICYCLIC OTHER CYCLICALS 6/MORE
133085,CHG ANTIDEPRESSANTS NOT OTHERWISE SPECIFIED
133087,CHG ANTIEPILEPTICS NOT OTHERWISE SPECIFIED 1-3
133089,CHG ANTIEPILEPTICS NOT OTHERWISE SPECIFIED 4-6
133091,CHG ANTIEPILEPTICS NOT OTHERWISE SPECIFIED 7/MORE
133093,CHG ANTIPSYCHOTICS NOT OTHERWISE SPECIFIED 1-3
133095,CHG ANTIPSYCHOTICS NOT OTHERWISE SPECIFIED 4-6
133097,CHG ANTIPSYCHOTICS NOT OTHERWISE SPECIFIED 7/MORE
133099,CHG DRUG SCREENING BARBITURATES
133101,CHG DRUG SCREENING BENZODIAZEPINES 1-12
133103,CHG DRUG SCREENING BENZODIAZEPINES 13 OR MORE
133105,CHG DRUG SCREENING BUPRENORPHINE
133107,CHG DRUG SCREENING CANNABINOIDS NATURAL
133109,CHG DRUG SCREENING CANNABINOIDS SYNTHETIC 1-3
133111,CHG DRUG SCREENING CANNABINOIDS SYNTHETIC 4-6
133113,CHG DRUG SCREENING CANNABINOIDS SYNTHETIC 7/MORE
133115,CHG DRUG SCREENING COCAINE
133117,CHG DRUG SCREENING FENTANYL
133119,CHG DRUG SCREENING GABAPENTIN NON-BLOOD
133121,CHG DRUG SCREENING HEROIN METABOLITE
133123,CHG DRUG SCREENING KETAMINE AND NORKETAMINE
133125,CHG DRUG SCREENING METHADONE
133127,CHG DRUG SCREENING METHYLENEDIOXYAMPHETAMINES
133129,CHG DRUG SCREENING METHYLPHENIDATE
133131,CHG DRUG SCREENING OPIATES 1 OR MORE
133133,CHG DRUG SCREENING OPIOIDS AND OPIATE ANALOGS 1 OR 2
133135,CHG DRUG SCREENING OPIOIDS AND OPIATE ANALOGS 3 OR 4
133137,CHG DRUG SCREENING OPIOIDS & OPIATE ANALOGS 5/MORE
133139,CHG DRUG SCREENING OXYCODONE
133141,CHG DRUG SCREENING PREGABALIN
133146,CHG DRUG SCREENING PROPOXYPHENE
133150,CHG DRUG SCREENING SEDATIVE HYPNOTICS
133151,HC CATH.DRAINAGE.12FR.30CM
133153,"HC CAST.CONTACT.3"".1REG.BOOT"
133154,CHG DRUG SCREENING SKELETAL MUSCLE RELAXANTS 1 OR 2
133155,HC KT.LYMPHSET.LEG.DLX.DBL
133157,HC KT.INFLATOBALL.PSSRY.SM.
133158,CHG DRUG SCREENING SKEL MUSCLE RELAXANTS 3 OR MORE
133159,HC KT.INFLATOBALL.PSSRY.MED
133161,HC KT.INFLATOBALL.PSSRY.LG.
133162,CHG DRUG SCREENING STIMULANTS SYNTHETIC
133163,HC KT.INFLATOBALL.PSSRY.XL.
133165,HC KT.BTN.REPL.28FRX2.7CM
133166,CHG DRUG SCREENING TAPENTADOL
133167,"HC DRSG.HEMOSTAT.2X2""."
133169,"HC DRSG.HEMOSTAT.4X4""."
133170,CHG DRUG SCREENING TRAMADOL
133171,HC SYS.BALL.SINUS.FRNTL.6X16
133173,HC SU.QUILL.2-0.VIO.14X14
133174,CHG DRUG SCREEN STEREOISOMER ANALYSIS 1 DRUG CLASS
133175,HC COIL.VRTX.18.FBR.3X2.5MM
133177,HC OMNIPAQUE 300 150ML
133178,CHG DRUG/SUBSTANCE DEFINITIVE QUAL/QUANT NOS 1-3
133179,HC OMNIPAQUE 300 50ML
133181,URINE KIDNEY STONE PANEL
130555,HC ARTI.SURF.GH6-9.RT.20MM.
96936,SOMATOSENS EVOKED RESP UPPER
96938,TENSILON TEST (NEU)
130559,HC ARTI.SURF.GH10-12.RT.10MM
96940,VIS EVOKED RESPONSE (VER)
96942,EEG AWAKE & ASLEEP (<30 MIN)
130563,HC ARTI.SURF.GH10-12.RT.11MM
96944,NEONATAL EEG
96946,EEG - SLEEP
130567,HC ARTI.SURF.GH10-12.RT.12MM
96948,BRAIN DEATH (ECS)
130571,HC ARTI.SURF.GH10-12.RT.13MM
96952,BAER (5 YRS. AND OLDER ONLY)
130574,HC ARTI.SURF.GH10-12.RT.14MM
96956,EEG AWAKE OR DROWSY (<30 MIN)
130577,HC ARTI.SURF.GH10-12.RT.16MM
96958,EEG EXT MONITOR A/A (31-60 MIN)
96960,EEG EXT MONITOR A/A (>61 MIN)
130581,HC ARTI.SURF.GH10-12.RT.18MM
96964,EEG EXT MONITOR A/D (31-60 MIN)
96966,EEG EXT MONITOR A/D (>61 MIN)
130585,HC ARTI.SURF.GH10-12.RT.20MM
96968,SER UPPER EXT
96980,NERVE CONDUCTION MOTOR 1 EXT
130589,HC CAP.END.0MM.EXT.GRY.STRL.
96982,NERVE CONDUCTION SENSORY
96994,SER LOWER
130593,HC SCRW.DBL.LEAD.THRD.5X38.
96998,EEG IN OR
97016,THRESHOLD W/BAER
130597,HC FLEXIGRFT.SEMI.TNDN.FRZN.
97018,HEARING THRESHOLD
130601,HC ICD.ILESTO.7.HF-T
97022,PEAK FLOW RATE
97024,CORD BLOOD GAS - CBG
130605,HC SCRW.LCK.3.5X30MM.TIT
130607,HC SCRW.CANN.LCK.3.7X95MM.
97026,ISONEB TX
97028,SPUT INDUCT W/TX
130611,HC COIL.AXIUM.3D.3.5MMX6CM
97030,OXI SPOT CK-OP ONLY
97034,SIX MINUTE WALK TEST
130615,HC COIL.AXIUM.3D.2.5MMX8CM
97038,ABG
97040,COMPLETE PFT
130619,HC COIL.AXIUM.3D.2.5MMX6CM
97042,MISC RESP THERAPY
97044,O2-NASAL CANNULA (BY NRSG)
97048,OXIMETER-SPOT CHECK
130624,HC COIL.AXIUM.3D.2.5MMX4CM
130626,HC COIL.HELICAL.AXIUM.1.5X4
130628,HC COIL.HELICAL.AXIUM.1.5X3
130630,HC COIL.HELICAL.AXIUM.1.5X1
130632,HC DRSG.MTRX.OASIS.3X3.5CM.
130634,HC VIDEO EEG - 8 HR
130636,HC AFO.MODEL.PLASTIC
130638,HC BTN.MINI.ONE.BALL.12X1.7
130640,HC PRB.CRCMF.2.3X220MM.FIAPC
130642,HC CANN.TRIPLEDAM.8.25X7.VLV
130644,HC BIT.DRL.1.1X60MM.QC.
130646,HC HELMENT.CRANIAL.RIGID
130650,HC CORSET.FULL.LSO
130652,HC STNT.ZILVER.125CM.8X40.
97050,OXIMETER CONTINUOUS
97052,OXIMETER CONTINUOUS (ICU)
97054,SVO2 ANALYSIS
97056,TRANSCUTANEOUS MONITOR
130658,"TRICHOMONAS VAGINALIS RNA QUALITATIVE, TMA, MALES"
130659,STEMPHYLLIUM BOTRYOSUM IGE (REFLEX)
130660,"LYME DISEASE ANTIBODY (IGG), IMMUNOBLOT"
97058,NEO/PED VENT SUB DAY
96934,SOMATOSENS EVOKED RESP LOWER
97060,NIF
97062,VENTILATOR
97064,O2-OXYHOOD
97066,AIG T-PIECE DAILY
97068,AIG TRACH COLLAR DAILY
130672,HC CATH.ST.INDWELL.W/SLIT.
130674,HC NDL.DELIVERY.12GX10CM.
130678,HC ARQY.LARYNG.MASKED.1.0
130680,HC ARWY.LARYNG.MASKED.1.5
130682,HC ARWY.LARYNG.MASKED.2.0
130684,HC ARWY.LARYNG.MASKED.2.5
130686,HC ARWY.LARYNG.MASKED.3.5
130688,HC ARWY.LARYNG.MASKED.4.5
130690,HC SHTH.URET.ACC.14FRX55CM
130692,HC CANN.F/T.8.5X90MM.HIP
130694,HC SHUTTLE.SU.45DEG.LT.CRV
130696,HC SHUTTLE.SU.45DEG.RT.CRV
130698,HC SYS.ACC.Z-THRD.5X150MM
130700,HC ST.WRE.PUNCTURE.7FRX82CM
130702,HC STRAP.ANKLE.DSTRCT
130704,HC STPLR.CUT.LNG.60MMX44CM
130706,"HC SUPPLY 274, L4361"
130708,HC BOOT.PNEUM.WALKING.
130710,HC MESH.Y.24X4CM.RESTORELLE.
130712,HC PISTON.PLAT.FLURO.0.8X4.5
130714,HC DEVICE.EMBOLIC.5X35MM.
130716,HC DEVICE.EMBOLIC.4.75X18MM.
130718,HC DEVICE.EMBOLIC.3X18MM.
130720,HC DEVICE.EMBOLIC.2.75X14MM.
130722,HC DEVICE.EMBOLIC.2.75X12MM.
130724,HC DEVICE.EMBOLIC.2.5X12MM.
97070,AIG FACE MASK DAILY
97072,OXIM CONT (RT)
130728,HC DEVICE.EMBOLIC.4.5X18MM.
130730,HC DEVICE.EMBOLIC.4.25X20MM.
130732,HC POST.OUTRIGGER.90DEG.11MM
130736,HC LAB BETA-HYDROXYBUTYRATE  SERUM
130737,"EBV, CHRONIC/ACTIVE INFECTION"
130738,BV+TRICH NAA+YEAST
130739,CARDIO IQ (TM) DIRECT LDL
130740,CARDIO IQ (TM) LP PLA2 (PLAC)
97074,O2-NRB MASK
130743,7 DRUG SCREEN
97076,O2-VENTI (RT)
130746,HC KT.CATH.P-CRV.13.5FX13.5
130748,HC CATH.HSG.FIRM.5FR.STRL
130750,HC BG.PRSSR.INFUSOR.3000ML
130752,HC BIONESS L 300 PERSONAL PANEL         
97078,O2-CANNULA (RT)
97080,FVC
97082,PFT BEDSIDE
97084,CO-OXIMETRY
97086,ETCO2
133195,"INJECTION, NOVOLOG 100 UNIT/ML SQ SOLN"
133198,CHG DRUG/SUBSTANCE DEFINITIVE QUAL/QUANT NOS 4-6
133201,REFLEX RESULT 19 (PROTEIN ELECTROPHORESIS)
133202,REFLEX RESULT 20 (PROTEIN ELECTROPHORESIS)
133203,REFLEX RESULT 21 (PROTEIN ELECTROPHORESIS)
133204,"FECAL FAT, QUALITATIVE"
133205,PATH REVIEW (PER PROTOCOL)
133206,"IRON, TIBC AND FERRITIN PANEL"
133207,ABO GROUPING AND RHO(D) TYPING RFX
133208,HIV 1 GENOTYPE WITH REFLEX TO VIRTUAL PHENOTYPE
133209,"HIV-1 GENOTYPING, PR AND RT, DNA SEQUENCING"
133210,"VITAMIN D, 25 HYDROXY AND 1,25 DIHYDROXY, LC/MS/MS"
133212,JCV AB W/RFX TO INHIBITION ASSAY
133213,ANTI GAD ANTIBODIES 1
133214,ANTI GAD ANTIBODIES 2
133215,CHG DRUG/SUBSTANCE DEFINITIVE QUAL/QUANT NOS 7/MORE
133216,HC KT.PEG.ASSIST.INTL.PLCMNT
133218,HC CATH.9FR.DAIG.FAST.038GW.
133219,CHG FLT3 GENE ANLYS TYROSINE KINASE DOMAIN VARIANTS
133220,HC CATH.ANGIO.PGTL.4FX100CM
133222,HC CONTRAST.GASTROGRAFIN.30
133223,CHG MLH1 GENE ANALYSIS PROMOTER METHYLATION ANALYSIS
133224,HC GD.CATH.SINUS.TIP.MXL.
133226,HC CATH.SINUS.IRR.
133227,CHG PCA3/KLK3 PROSTATE SPECIFIC ANTIGEN RATIO
133228,HC BIT.DRL.3.2MM.F/TRGT.DEV
133230,HC BTN.MINI.ONE.BALL.14X5.0
133231,CHG AORTIC DYSFUNCTION/DILATION GENOMIC SEQ ANALYSIS
133232,HC BTN.MINI.ONE.BALL.16X1.5
133234,HC BTN.MINI.ONE.BALL.16X1.7
133235,CHG AORTIC DYSFUNCTION/DILATION DUP/DEL ANALYSIS
133236,HC BTN.MINI.ONE.BALL.18X1.2
133238,HC BTN.MINI.ONE.BALL.18X1.5
133239,CHG EXOME SEQUENCE ANALYSIS
133240,HC BTN.MINI.ONE.BALL.18X1.7
133242,HC BTN.MINI.ONE.BALL.18X2.0
133243,CHG EXOME SEQUENCE ANALYSIS EACH COMPARATOR EXOME
133244,HC BTN.MINI.ONE.BALL.18X2.3
133246,HC BTN.MINI.ONE.BALL.18X2.5
133247,CHG EXOME RE-EVAL OF PREVIOUSLY OBTAINED EXOME SEQ
133248,HC BTN.MINI.ONE.BALL.18X2.7
133250,HC BTN.MINI.ONE.BALL.18X3.0
133251,CHG FETAL CHROMOSOMAL ANEUPLOIDY GENOMIC SEQ ANALYS
133252,HC BTN.MINI.ONE.BALL.18X3.5
133254,HC PILLOW.ABDUCT.MED.22X15X6
133255,CHG GENOME SEQUENCE ANALYSIS
133256,HC HNDPC.FRNTL.HYDRODEBRIDER
133258,HC STPLR.RELOAD.TRI.PUR
133259,CHG GENOME SEQUENCE ANALYSIS EACH COMPARATOR GENOME
133260,HC INTRO.MICROFLASH.2FR
133262,HC BUR.LIN.LG.2.1X10X58.5
133263,CHG GENOME RE-EVALUATION OF PREC OBTAINED GENOME SEQ
133264,HC STNT.OMNLK.ELT.6X12X135
133266,HC STNT.OMNLK.ELT.6X16X135
133267,CHG HEARING LOSS GENOMIC SEQUENCE ANALYSIS 60 GENES
133268,HC STNT.OMNLK.ELT.6X19X135
133270,HC STNT.OMNLK.ELT.6X29X135
133271,CHG HEARING LOSS DUP/DEL ANALYSIS
133272,HC STNT.OMNLK.ELT.6X39X135
133274,HC STNT.OMNLK.ELT.6X59X135
133275,CHG HEREDITARY COLON CA GENOMIC SEQ ANALYS 7 GENES
133276,HC STNT.OMNLK.ELT.7X12X135
133278,HC STNT.OMNLK.ELT.7X16X135
133279,CHG HEREDITARY COLON CA SYND DUP/DEL ANALYS 8 GENES
133280,HC STNT.OMNLK.ELT.7X19X135
133282,HC STNT.OMNLK.ELT.7X29X135
133283,CHG NUCLEAR MITOCHONDRIAL 100 GENE GENOMIC SEQ
133284,HC STNT.OMNLK.ELT.7X39X135
133286,HC STNT.OMNLK.ELT.7X59X135
133287,CHG TARGETED GENOMIC SEQ ANALYS DNA ANALYS 5-50 GENE
133288,HC STNT.OMNLK.ELT.8X19X135
133290,HC STNT.OMNLK.ELT.8X29X135
133291,CHG GENOMIC SEQ ANALYS DNA&RNA ANALYS 5-50 GENE
133292,HC STNT.OMNLK.ELT.8X39X135
133294,HC STNT.OMNLK.ELT.8X59X135
133295,CHG GENOMIC SEQ ANALYS DNA&RNA ANALYS 51/MORE GENES
133296,HC STNT.OMNLK.ELT.9X19X135
133298,HC STNT.OMNLK.ELT.9X29X135
133299,CHG WHOLE MITOCHONDRIAL GENOME
133300,HC STNT.OMNLK.ELT.9X39X135
133302,HC STNT.OMNLK.ELT.9X59X135
133303,CHG WHOLE MITOCHONDRIAL GENOME ANALYSIS PANEL
133304,HC STNT.OMNLK.ELT.10X19X135
133306,HC STNT.OMNLK.ELT.10X29X135
133307,CHG X-LINKED INTELLECTUAL DBLT GENOMIC SEQ ANALYS
133308,HC STNT.OMNLK.ELT.10X39X135
133310,HC STNT.OMNLK.ELT.10X59X135
133311,CHG X-LINKED INTELLECTUAL DBLT DUP/DEL GENE ANALYS
133312,HC CUFF.SPHNCTR.BLDR.4.0CM
133314,HC PUMP.SPHNCTR.CNTRL.AMS800
133315,CHG ONCOLOGY BREAST MRNA GENE EXPRESSION 21 GENES
133317,CHG GROWTH STIMULATION EXPRESSED GENE 2
133319,SHEEP EPITHELIA
133320,JCV ANTIBODY INHIBITION ASSAY RFLX
133321,JCV ANTIBODY INHIBITION ASSAY RFX
133322,JCV ANTIBODY INHIBITION ASSAY RLX
133324,HIV 1 CORECEPTOR TROPISM WITH REFLEX TO ULTRADEEP SEQUENCING
133325,HIV 1 GENOTYPE
133326,HIV 1 GENOTYPE RFX
133327,HIV 1 GENOTYPE
133328,HIV 1 CORECEPTOR TROPISM RFX
133329,HIV 1 CORECEPTOR TROPISM RFLX
133330,INTERPRETATION (HIV 1 GENOTYPE) 1
133331,INTERPRETATION (HIV 1 GENOTYPE) 2
133332,INTERPRETATION (HIV 1 GENOTYPE) 3
133335,HC BRACE.VARUS/VALGUS.ADD
133336,CHG NFCT AGENT DNA/RNA GASTROINTESTINAL PATHOGEN
133337,HC ORTHOSIS.ANKL.JNT.LMT.MOT
133339,HC PLPT-C3 CATALYST SPINAL
130754,"HC LAB METHEMOGLOBIN, BLOOD"
130756,"HC LAB CADMIUM, RANDOM UR"
130758,"HC LAB CHROMIUM, RANDOM UR"
130760,"HC LAB PANEL - GLOBULIN,SERUM"
130762,"HC LAB TOTAL PROTEIN (GLOBULIN), SERUM*"
130764,"HC LAB ZZ ALBUMIN, SERUM"
130766,"HC LAB PANEL - CALCIUM/ ALBUMIN RATIO, SERUM"
130768,"HC LAB CALCIUM (CA/ ALB RATIO), SERUM*"
130770,"CHROMOSOME ANALYSIS, MOSAICISM"
155276,IO RETINAL SCAN
155304,PRE - PROCEDURE LAB
155322,"HC SUPPLY 272, A4466"
155344,HC PC-4 POST CERV 4-LVL CHOICE
155345,"ALLERGEN EGG WHOLE, IGE"
155346,"ALLERGEN CANDIDA ALBICANS, IGE"
155348,"ALLERGEN HOUSE DUST PANEL, IGE"
155350,"ALLERGEN GELATIN PORCINE, IGE"
130783,ANTINUCLEAR ANTIBODIES (ANA) DIRECT
130784,HC BLADE.COLLINS.(TUIP KNIFE
155352,"ALLERGEN GLUTEN, IGE"
130786,HC PAD.ARCTIC.GEL.SM.
155354,"ALLERGEN MILK PROCESSED, IGE"
130788,HC PAD.ARCTIC.GEL.LG
130790,HC PAD.ARCTIC.GEL.UNV.
130791,"PISTACHIO ALLERGEN, IGE"
130792,HC STPLR.TA.30-2.5.SINGL.USE
130794,HC RELOAD.TA.30-2.5.SNGL.USE
130795,SUREPATH FPGS PAP RFX HPV MRNA E6/E7
130796,HC TR.QUICK.CHEST.TU.20FR
130798,HC FIBER.HOLMIUM.DISKETOME.
130799,RENAL PANEL (10)
130800,HC SOL.DIANEAL.PD2.1.5%.DEX
130802,HC SOL.DIANEAL.PD2.2.5%.DEX
130803,"MICROALBUMIN, RANDOM URINE (W/CREATININE)"
130804,HC SOL.DIANEAL.PD2.4.25%.DEX
155356,"ALLERGEN CHEESE, CHEDDAR, IGE"
130806,HC SOL.DIANEAL.LOW.CAL.1.5%
130808,HC SOL.DIANEAL.LOW.CAL.2.5%
130809,"INSULIN RESPONSE TO GLUCOSE, 3 SPECIMENS"
130810,HC SOL.DIANEAL.LOW.CAL.4.25%
130811,RUBELLA ANTIBODY (IGG)
130812,HC SOL.DIANEAL.ULTRA.1.5%
130813,ADD ON BASIC METABOLIC PANEL
130814,HC SOL.DIANEAL.ULTRA.2.5%
130815,ACUPUNCTURE PREPAY
130816,HC SOL.DIANEAL.ULTRA.4.25%
155358,"ALLERGEN PECAN HICKORY, IGE"
130818,HC ST.AUTO.PD.W/CSST.4.PRNG
155360,"ALLERGEN CHICKEN FEATHERS, IGE"
130820,HC BG.DRN.15L
130822,HC BG.EFFLUENT.SMPL.150ML
155362,"ALLERGEN FERRET EPITHELIUM, IGE"
130824,HC CATH.INNER.CPS.SL.59CM.
155364,"ALLERGEN HAZELNUT TREE, IGE"
130827,HC PACER.ADVANTIO.DR.
155366,"ALLERGEN HAMSTER EPITHELIUM, IGE"
155368,"ALLERGEN CORN POLLEN, IGE"
130830,HC ACF-3 MATRIX - CATALYST
155370,"ALLERGEN OAK LIVE, IGE"
130832,HC LEAD.CAPSURE.FIX.65CM
155372,"ALLERGEN WINGSCALE, IGE"
130834,HC STNT.DUODENAL.BEND.7X12.
155374,"RUFINAMIDE, SERUM"
130836,HC ICD.ENERGEN.DR.HE.
130838,HC ICD.ENERGEN.CRTD.HE.
130839,"ITRACONAZOLE, SERUM"
130840,HC ACF-1  MATRIX - CATALYST
155376,"21-HYDROXYLASE ANTIBODIES, SERUM"
130842,HC MESH.Y-SHAPE.5X27CM.
130844,HC ADAP/EXTD.LEAD.BRADY
130845,HC HNDPC.OMNIGUIDE.ENT.ELEV
130846,HC GRFT.TAG.CONFORM.37X37X10
130848,HC ENDO REMOVE LUNG CATHETER
130849,HC TU.NON-SEGMENTED.100FT
130850,HC INSERT ANTIBACTERIAL POUCH
130852,HC OT DRIVING EVAL 1/4 HR
130853,"HC CIRCUIT.VENT.INF.42""."
130854,HC NEW CR III ENROLLMENT FEE
130856,HC NEW CR III MEMBERSHIP(10-12 MOS)
130857,HC PRB.RT.ANG.TEMP/FLOW.
130858,HC NEW CR III MEMBERSHIP(1-5 MOS)
130860,HC NEW CR III MEMBERSHIP(6-9 MOS)
130861,HC DEV.SU.FIXATE.TISS.BAND.
130862,HC NEW CR III ONE YEAR MEMBERSHIP
155378,"FREE FATTY ACIDS, TOTAL, SERUM"
155380,"IODINE, RANDOM UR"
130865,HC BRONCH WITH THERMOPLASTY 1 L
130866,HC BRONCH WITH THERMOPLASTY > 1 L
155382,"RNA POLYMERASE III AB, IGG"
130868,GC RESULT
155384,"MI-2 AUTOANTIBODIES, SERUM"
130871,"HC KT.PESSARY.DONUT.2.5""."
155386,"HEPATITIS D ANTIBODY, TOTAL"
155388,"MUCOPOLYSACCHARIDES, QUANT, UR"
130875,HC NDL.IV.ANGIOCATH.16X3.25
155414,HC PC-3 POST CERV 3-LVL CHOICE
155418,HC ACF-3 ANTER.CERV.FUSION 3-LVL CHOICE
130879,LIPID & GLUCOSE TESTS
155420,"BABESIA MICROTI AB, IGG, IGM"
155422,"ALLERGEN MACADAMIA NUT, IGE"
155424,"POLIOVIRUS ANTIBODIES, SERUM"
155426,"SCHISTOSOMA ANTIBODY, IGG"
155428,"IGA SUBCLASSES, SERUM"
130886,HC CATH.DIRECT.CPS.PL.MULTI
130888,HC CATH.DIRECT.CPS.PL.135DEG
130889,HC CATH.MICRO.2.8FX130CM.
130890,HC CATH.INN.CPS.SL.ACU.59CM
130892,HC CATH.INN.CPS.SL.90D.59CM
130893,HC CATH.MICRO.2.4FX130CM.
130894,HC CATH.INN.CPS.SL.CSL.65CM
130896,HC SZR.BRST.GEL.M+.REUSE.200
130897,HC KT.STYLET.W/CAP.70CM.
130898,HC SZR.BRST.GEL.M+.REUSE.350
130900,HC SZR.BRST.GEL.HP.REUSE.800
130901,HC CATH.EXTRT.6FRX145CM.
130902,HC CATH.BALL.ADV.018.8X4
130904,HC CATH.BALL.ADV.018.8X2
130905,HC DEV.SU.FIXATE.TISS.BAND.
130906,HC STRAP.CHIN.CMPR.W/NCK.SM
130908,HC STRAP.CHIN.CMPR.W/NCK.MED
130909,HC NEUROINTERVENTIONAL PROCEDURE
155430,"LEISHMANIASIS ANTIBODY, SERUM"
133347,EH CHEST XRAY
133348,CHG IADNA-DNA/RNA GI PTHGN MULTIPLEX PROBE TQ 6-11
133350,CHG IADNA-DNA/RNA GI PTHGN MULTIPLEX PROBE TQ 12-25
133352,CHG IADNA HUMAN PAPILLOMAVIRUS LOW-RISK TYPES
133354,CHG IADNA HUMAN PAPILLOMAVIRUS HIGH-RISK TYPES
133356,CHG IADNA HUMAN PAPILLOMAVIRUS TYPES 16 & 18 ONLY
133358,CHG IAADIADOO HIV1 ANTIGEN W/HIV1 & HIV2 ANTIBODIES
133360,CHG IMHISTOCHEM/CYTCHM EA ADDL ANTIBODY SLIDE
133362,CHG IMHISTOCHEM/CYTCHM EA MULTIPLEX ANTIBODY SLIDE
133364,CHG IN SITU HYBRIDIZATION EA ADDL PROBE STAIN
